filename,species,original_path,split
train\Indian_Rhinoceros\Indian_Rhinoceros_0065.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_022.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0066.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_003.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0067.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_024.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0068.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_044.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0069.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_040.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0070.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_028.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0071.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_049.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0072.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_015.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0073.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_027.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0074.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_023.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0075.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_060.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0076.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_021.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0077.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_001.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0078.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_012.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0079.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_047.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0080.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_015.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0081.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_033.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0082.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_052.jpg,train
train\Indian_Rhinoceros\Indian_Rhinoceros_0083.jpg,Indian_Rhinoceros,data\raw\Indian_Rhinoceros\indian_rhinoceros_043.jpg,train
